trial,within,selectivity,active,silent_ratio,entropy_mean,entropy_max,enthalpy_mean,conductance_mean,conductance_max,open_syn,plastic_syn,axons_grown,axons_pruned
303000,0.6270,0.3027,12,0.7000,62.12,329,9.96,0.00,0,2800,384,384,412
304000,0.5228,0.2865,12,0.7000,62.01,328,9.96,0.00,0,2800,384,384,412
305000,0.6134,0.4188,12,0.7000,62.10,326,9.96,0.00,0,2800,384,384,412
306000,0.6043,0.2716,12,0.7000,61.84,325,9.98,0.00,0,2800,384,384,412
307000,0.5497,0.3485,12,0.7000,62.08,323,9.97,0.00,0,2800,384,384,412
308000,0.5141,0.1346,12,0.7000,61.92,322,9.97,0.00,0,2800,384,384,412
309000,0.5932,0.2386,12,0.7000,62.23,330,9.93,0.00,0,2800,384,384,412
310000,0.6153,0.2820,12,0.7000,62.09,329,9.96,0.00,0,2800,384,384,412
311000,0.5258,0.2754,12,0.7000,62.00,328,9.96,0.00,0,2800,384,384,412
312000,0.5240,0.2530,12,0.7000,62.05,326,9.96,0.00,0,2800,384,384,412
313000,0.4959,0.2189,12,0.7000,61.90,325,9.97,0.01,5,2800,384,384,412
314000,0.5628,0.3054,12,0.7000,62.02,323,9.97,0.00,0,2800,384,384,412
315000,0.6528,0.1860,12,0.7000,62.00,322,9.95,0.03,5,2800,384,384,412
316000,0.6562,0.2001,12,0.7000,62.13,330,9.95,0.00,0,2800,384,384,412
317000,0.6395,0.2765,12,0.7000,61.99,329,9.96,0.01,5,2800,384,384,412
318000,0.5329,0.1450,12,0.7000,62.09,327,9.96,0.00,0,2800,384,384,412
319000,0.6399,0.2913,12,0.7000,62.01,326,9.97,0.00,0,2800,384,384,412
320000,0.6305,0.1589,12,0.7000,62.08,324,9.94,0.00,0,2800,384,384,412
321000,0.6103,0.1887,12,0.7000,62.01,323,9.96,0.00,0,2800,384,384,412
322000,0.6258,0.2110,12,0.7000,61.94,323,9.96,0.00,0,2800,384,384,412
323000,0.6947,0.2303,12,0.7000,62.06,330,9.96,0.00,0,2800,384,384,412
324000,0.6284,0.0596,12,0.7000,61.86,328,9.97,0.00,0,2800,384,384,412
325000,0.7478,0.2111,12,0.7000,62.12,327,9.97,0.00,0,2800,384,384,412
326000,0.7460,0.2707,12,0.7000,61.90,326,9.97,0.00,0,2800,384,384,412
327000,0.6613,0.3603,12,0.7000,62.07,324,9.95,0.00,0,2800,384,384,412
328000,0.6497,0.2764,12,0.7000,61.96,323,9.97,0.00,0,2800,384,384,412
329000,0.5811,0.3278,12,0.7000,62.02,323,9.96,0.00,0,2800,384,384,412
330000,0.6139,0.2711,12,0.7000,62.09,330,9.96,0.00,0,2800,384,384,412
331000,0.5719,0.2479,12,0.7000,62.08,328,9.95,0.00,0,2800,384,384,412
332000,0.5089,0.2498,12,0.7000,61.96,326,9.97,0.01,5,2800,384,384,412
333000,0.5607,0.2544,12,0.7000,62.01,325,9.97,0.00,0,2800,384,384,412
334000,0.5211,0.1941,12,0.7000,61.98,324,9.98,0.00,0,2800,384,384,412
335000,0.5729,0.1869,12,0.7000,61.97,323,9.96,0.00,0,2800,384,384,412
336000,0.4473,0.1649,12,0.7000,62.04,323,9.96,0.00,0,2800,384,384,412
337000,0.5555,0.2459,12,0.7000,62.06,329,9.95,0.01,5,2800,384,384,412
338000,0.5812,0.2413,12,0.7000,62.08,328,9.96,0.00,0,2800,384,384,412
339000,0.5664,0.1465,12,0.7000,61.99,326,9.97,0.00,0,2800,384,384,412
340000,0.5090,0.2620,12,0.7000,62.08,325,9.95,0.00,0,2800,384,384,412
341000,0.4694,0.2741,12,0.7000,62.09,323,9.97,0.00,0,2800,384,384,412
342000,0.6131,0.2973,12,0.7000,61.98,323,9.94,0.00,0,2800,384,384,412
343000,0.6200,0.3980,12,0.7000,62.16,330,9.94,0.03,5,2800,384,384,412
